Year,0305,0307,0308,0309,0311,0317,0321,0322,0430,0434,0438,0440,0442,0444,0446,0450,0450CC,0470,0474,0478,0484,0484A,0486,0498,0631,0632,3106,A315,A319,A320,A432,A438,A456,A499,A617,A620,A630,A631,A670,A680,A685,A687,A690,AMES_1,B319,B484,B499,BB470,BSE_1MUDMTNRD,C320,C370,C446,C484,CHERRY_1,D320,D444,D474,F321,G320,GRIFFIN,HARRIS_1,J370,J484,KSHZ06,KTHA01,KTHA02,KTHA03,LSIN1,LSIN9,N484,NFK_SNQ,PATTER_3,RAGING_MTH,S478,S484,SFK_SNQ,SNQDUVALL,TOLT_MTH,VA12A,VA23A,VA37A,VA41A,VA42A,VA45A,VA65A
1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,165.625,NA,NA,121,120,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,NA,NA,NA,92.6,88.9,254,112.5,147,193,NA,63.1,122.75,223,143,164,NA,NA,160.5,151,140,122,NA,104.5,188,106.5,128,90.1,198,68.75,128.5,NA,59.3,197,148,120,179,113.66666666666667,109,NA,128,145,NA,107,NA,54.7,NA,NA,NA,NA,135,NA,NA,NA,NA,120,212,NA,103.5,58.9,NA,NA,NA,NA,252.33333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,NA,NA,NA,194.5,106.5,310,123.5,154.5,222,230,69.7,156,433,195.5,191.5,142.5,NA,172.75,168,144,127,NA,104,262.5,112,140.5,117,211,66.1,134,198.5,61.4,206.5,221.5,159,213.5,193.25,121,NA,144.5,138.25,NA,129,NA,56.150000000000006,132,NA,178,NA,136,NA,212,122,NA,136,216.5,163,116,60.7,NA,NA,NA,102,250.5,NA,260,236,NA,NA,144,NA,NA,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,NA,NA,NA,82.8,75.30000000000001,274,115.5,138,227,213,64.25,152,368,176,186,140,NA,159,160,128.5,109,NA,108,219,105,138.5,76.25,175.5,59.4,124.5,196,56.5,185,230,157,206.5,202.5,122,NA,143.5,130.25,NA,105.5,NA,52.5,128,NA,162,NA,131.5,NA,210,113,NA,124,193,151,101.45,56.3,NA,NA,NA,94.6,238.5,NA,250,228.5,NA,NA,131,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,NA,NA,NA,290,119.85,319.5,122,156.875,246.5,247.5,68.125,148,473,211,219,152.25,NA,215,192,160.5,139,NA,110,247,126.5,156,133,236.25,63.9,136.66666666666669,235,67,233,234,187,262,270,140,NA,170.5,154.5,NA,135,NA,61.25,150,NA,205.5,NA,128,309,222,137,NA,128,225,188.5,114.25,57.7,NA,NA,296,113,262.5,NA,269,247,NA,NA,158,NA,NA,NA,133,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,NA,NA,NA,126,93.2,289.25,123,149,223.5,224.5,65.2,171,505.5,200,194.16666666666669,144.5,NA,191,180.5,152,135,NA,110.5,245.5,118.5,154,91.55,211.5,61.2,131,211.25,57.7,202.25,228,162,236,227,124,NA,173.5,156.5,NA,144,NA,52.974999999999994,142.5,NA,187,NA,134,289,208,134.5,NA,132,208,174.75,112,59.8,NA,NA,295,110.5,264,NA,276,246,NA,NA,155,NA,NA,NA,134.75,143.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,NA,NA,NA,130,119.5,300,125.5,153,220,214,79.5,178,480,211,178.5,137.75,NA,174,160,158.5,132.5,NA,115.5,241,120.5,174,110,223.5,70.85,137,188.5,70.3,203.5,230,174,241.5,243,123,NA,172,156,NA,145.5,NA,58.425,136,NA,181,NA,138.5,310,205.5,129.5,NA,137.5,227.5,180,116,63.6,NA,NA,302,104,256.75,NA,263,241.5,NA,NA,150.5,NA,NA,NA,136.25,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,NA,NA,123,108,313,119.5,151.5,197.5,223.5,72.6,162.5,450.5,203.75,188.5,139,NA,187.75,159.16666666666669,148.25,129.25,NA,113,250,112,149,103.225,220,74.1,132,197.25,63.75,201.5,232.5,153.5,225.5,202,110,NA,152,149.75,NA,139,NA,61.175,138,NA,170.25,NA,133,326,217,130,NA,135,219,166.75,115.5,61.9,NA,NA,318,99.55,243,NA,267,245,NA,NA,150,NA,NA,NA,129,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,NA,NA,NA,103,89.4,311.5,112.83333333333334,139.75,199,205,71.5,160,491.25,188,193,131.5,NA,187,170.25,148,123.5,NA,108,251.75,109.75,140.75,89.4,211.5,61,126.5,202.5,65.125,196.25,233.25,148.25,195.5,191.5,108.5,NA,142,154.16666666666669,NA,116,NA,51.45,121,NA,177,NA,126,306,211.5,121.75,NA,128.5,202.5,170.5,105.5,61.15,NA,NA,293,97.65,250.5,NA,264,242.5,NA,NA,133.5,NA,NA,NA,127.75,109,NA,NA,NA,145,129,106,123,121,90.2,181.5
2008,NA,NA,NA,90.19999999999999,85.80000000000001,262.75,122,146,206.5,220,67.825,151.55,409,210,182,141.25,NA,190.5,172,150,128.5,NA,109,247,108,144.5,86.19999999999999,222.5,65.9,135.25,212.66666666666669,60.3,200.5,226.5,153.325,201.66666666666669,188,106.5,NA,140.5,155,NA,141,NA,56,138.75,NA,185,NA,134,303,210,129,NA,131,225.5,165.75,114,62.349999999999994,NA,NA,298.5,105.25,259,NA,267,246,NA,NA,142.5,NA,NA,NA,135,123.5,NA,NA,NA,176.5,NA,NA,143.5,136.5,117,187
2009,NA,NA,NA,NA,NA,228,NA,143,202.75,211.75,69.4,157.5,NA,NA,183,NA,121,190.5,177,156.75,130.5,NA,108.75,NA,114.25,NA,93,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,NA,NA,51.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,237.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,136,152,115,187
2010,NA,NA,NA,NA,NA,233.25,NA,144.25,199,209.5,68.675,146.25,NA,NA,181,NA,120.75,169.5,157.5,142,119.25,NA,107.75,NA,106.625,NA,104.025,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.025,NA,NA,NA,NA,53.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,250.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.5,NA,NA,135,132,92.85,NA
2011,NA,NA,NA,NA,NA,301,NA,139,219.5,236,58.7,141.33333333333331,NA,NA,194,NA,117.75,183,168,150,120,NA,103.5,NA,100.65,NA,91.19999999999999,NA,NA,129.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,138.5,53.775,NA,NA,NA,NA,NA,NA,NA,NA,47.55,124.75,NA,NA,NA,NA,52.900000000000006,65.95,NA,NA,251,NA,NA,NA,NA,NA,NA,32.75,135.5,42.099999999999994,NA,NA,60.15,47.65,40.05,140,NA,NA,126,122.5,100.6,NA
2012,NA,NA,NA,NA,NA,278.5,NA,137,224.5,226.5,56.65,159.66666666666669,NA,NA,190,NA,118,180,166,157,130,NA,104.5,NA,103.5,NA,80.35,NA,NA,125.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,125,48.95,NA,NA,NA,NA,NA,NA,NA,NA,46.9,121.5,NA,NA,NA,NA,50.85,59.75,NA,NA,256,NA,NA,NA,NA,NA,NA,29.1,132.5,45.8,NA,NA,65.7,40.05,37.75,157,NA,NA,133,134.5,112.5,NA
2013,NA,NA,NA,NA,NA,295,119,136,213,223.5,56.2,150.5,468,215.5,194,NA,112.5,178,169,150,121.5,NA,102.5,NA,97.69999999999999,NA,77.85,238,NA,123,200,NA,210.5,NA,154,240.5,200,100.25,NA,134.5,162,NA,NA,129.5,46.4,130.5,NA,NA,NA,125.5,299,NA,122.5,45.65,117,NA,NA,109.5,53.05,49.95,58,NA,NA,248.5,NA,NA,236,NA,NA,141,31.05,126,42.5,NA,NA,61.45,41.45,39.95,NA,NA,NA,NA,144,NA,170.5
2014,NA,NA,NA,NA,NA,270.5,117,139.5,220.5,229,59.9,145.5,382,212,190.5,NA,117.5,176.5,160.5,153.5,127,NA,102.5,NA,101.35,NA,80,190,NA,124,194.5,NA,201.5,NA,152.5,231.5,176,105.5,NA,144.5,157.5,NA,NA,146,53.75,134.5,NA,NA,NA,123,265,NA,121,44.2,119.5,NA,NA,110,56.2,50.5,56.75,NA,NA,249,NA,NA,235.5,NA,NA,138.5,28.65,127.5,42.25,NA,NA,58.849999999999994,39.25,35.05,NA,NA,NA,NA,140.5,NA,168.5
2015,NA,NA,NA,NA,115,272.5,126,140.5,217,221.5,71.6,148.5,345.5,210.5,193.5,NA,118.5,178.5,166.5,153.5,127.5,NA,106.5,NA,114,152.5,114,192.5,71.55000000000001,130,204.5,64.8,203.5,231.5,152,239,182.5,115.5,180,149.5,160,NA,139.5,149,58.6,134,NA,174.5,75.15,124.5,290.5,NA,122.66666666666666,55.650000000000006,127.5,NA,166.5,116,59.4,59.9,67.15,NA,NA,250,NA,254,239.5,257,107,140.66666666666669,37.9,137.5,52.7,138,122,65.55000000000001,50.95,43.25,172.5,NA,136,138.5,146.5,109,176
2016,NA,NA,NA,NA,107.5,236.5,128.5,143,201,208,69.80000000000001,170.5,403,221,175,NA,122.5,181,181,161,138.5,NA,110,NA,121,159,111,187.5,66.1,134,191.5,63.9,190,238.5,162.5,231,223,127,156.5,162.5,173.5,NA,153,147,56.5,144,NA,172.5,71.35,114.5,278,NA,130.1875,51.25,126,NA,180.5,116,58.9,66.95,73.05,NA,NA,253.5,260,259,240,297.25,104,147,30.9,150,54.325,143,132.5,60.35,42.2,42.900000000000006,179.5,NA,139,134,151,117,183
2017,NA,NA,NA,NA,109,259,122.5,144.5,211.5,241.5,70,151,347,212.5,198,NA,114.5,179,164,154.5,117.5,NA,109,NA,110.05,154.5,93.8,209.5,66,125,188,63.1,194,240,163.5,221.5,206.5,105.9,168.5,93.94999999999999,141.5,NA,117,129.75,54,119,258.5,172.5,72.44999999999999,124.5,301,NA,112,46.3,123.5,NA,161,109.5,57.6,52.3,57.8,NA,NA,255,260,260,239,240,108,122,33.5,115,50,123,99.7,59.825,41.8,41.25,142,NA,114,120.5,120,87.15,141
2018,NA,NA,NA,NA,95.3,262.5,128.5,137,203.5,230.5,68.65,162,472,225,187.5,NA,124,179.5,168,164.5,134,NA,107,NA,116.5,170.5,97.44999999999999,212.5,64.92500000000001,124,200.5,60.65,180.5,237.5,168,234,205.5,112,161,148.5,159.5,NA,150,138,58,141,257,172,73.15,120,278,NA,127.5,47.45,124.5,NA,169,118,59.55,56.25,62.9,NA,NA,246.5,251.5,249,239.5,259,106,142,29.4,120.5,47.8,146,123.5,58.5,38.650000000000006,38.75,167,NA,129,126,136.75,103.5,159
2019,NA,NA,NA,NA,114.5,213.25,140,139,217.5,224.5,72.6,171.5,361,196,200,NA,125,203,178.5,156.5,136,NA,113,NA,120,162,115,220,72.44999999999999,128,201,65.05,204.5,239.5,176.5,198,187.5,113.5,174.75,178,184.5,182,151,158.5,61.9,160,254,203,75.05,123,278,NA,130,48.55,128.5,NA,178,131.25,61.7,55.775,67.25,NA,NA,253,260.5,258,240.5,288,114.5,149,37.45,147.5,63.199999999999996,141.5,143.5,69.6,51.650000000000006,45.2,183,NA,142.5,139,151.5,115.5,174
