"","Year","Locator","μg/L"
"130",1983,"0474",NA
"131",1983,"0478",NA
"132",1983,"0484",NA
"133",1983,"0631",NA
"134",1983,"A315",NA
"135",1983,"A320",NA
"136",1983,"A432",NA
"137",1983,"A456",NA
"138",1983,"A499",NA
"139",1983,"A617",NA
"140",1983,"A620",NA
"141",1983,"A630",NA
"142",1983,"A680",NA
"143",1983,"A685",NA
"144",1983,"A690",NA
"145",1983,"B484",NA
"146",1983,"C320",NA
"147",1983,"C370",NA
"148",1983,"D320",NA
"149",1983,"G320",NA
"150",1983,"KSHZ06",NA
"151",1983,"KTHA03",NA
"152",1983,"N484",NA
"153",1983,"VA12A",NA
"154",1983,"VA41A",NA
"155",1983,"VA42A",NA
"156",1983,"VA45A",NA
"157",1984,"0311",NA
"158",1984,"0317",NA
"159",1984,"0321",NA
"160",1984,"0322",NA
"161",1984,"0430",NA
"162",1984,"0434",NA
"163",1984,"0438",NA
"164",1984,"0440",NA
"165",1984,"0442",NA
"166",1984,"0444",NA
"167",1984,"0446",NA
"168",1984,"0470",NA
"169",1984,"0474",NA
"170",1984,"0478",NA
"171",1984,"0484",NA
"172",1984,"0631",NA
"173",1984,"A315",NA
"174",1984,"A320",NA
"175",1984,"A432",NA
"176",1984,"A456",NA
"177",1984,"A499",NA
"178",1984,"A617",NA
"179",1984,"A620",NA
"180",1984,"A630",NA
"181",1984,"A680",NA
"182",1984,"A685",NA
"183",1984,"A690",NA
"184",1984,"B484",NA
"185",1984,"C320",NA
"186",1984,"C370",NA
"187",1984,"D320",NA
"188",1984,"G320",NA
"189",1984,"KSHZ06",NA
"190",1984,"KTHA03",NA
"191",1984,"N484",NA
"192",1984,"VA12A",NA
"193",1984,"VA41A",NA
"194",1984,"VA42A",NA
"195",1984,"VA45A",NA
"196",1985,"0311",NA
"197",1985,"0317",NA
"198",1985,"0321",NA
"199",1985,"0322",NA
"200",1985,"0430",NA
"201",1985,"0434",NA
"202",1985,"0438",NA
"203",1985,"0440",NA
"204",1985,"0442",NA
"205",1985,"0444",NA
"206",1985,"0446",NA
"207",1985,"0470",NA
"208",1985,"0474",NA
"209",1985,"0478",NA
"210",1985,"0484",NA
"211",1985,"0631",NA
"212",1985,"A315",NA
"213",1985,"A320",NA
"214",1985,"A432",NA
"215",1985,"A456",NA
"216",1985,"A499",NA
"217",1985,"A617",NA
"218",1985,"A620",NA
"219",1985,"A630",NA
"220",1985,"A680",NA
"221",1985,"A685",NA
"222",1985,"A690",NA
"223",1985,"B484",NA
"224",1985,"C320",NA
"225",1985,"C370",NA
"226",1985,"D320",NA
"227",1985,"G320",NA
"228",1985,"KSHZ06",NA
"229",1985,"KTHA03",NA
"230",1985,"N484",NA
"231",1985,"VA12A",NA
"232",1985,"VA41A",NA
"233",1985,"VA42A",NA
"234",1985,"VA45A",NA
"235",1986,"0311",NA
"236",1986,"0317",NA
"237",1986,"0321",NA
"238",1986,"0322",NA
"239",1986,"0430",NA
"240",1986,"0434",NA
"241",1986,"0438",NA
"242",1986,"0440",NA
"243",1986,"0442",NA
"244",1986,"0444",NA
"245",1986,"0446",NA
"246",1986,"0470",NA
"247",1986,"0474",NA
"248",1986,"0478",NA
"249",1986,"0484",NA
"250",1986,"0631",NA
"251",1986,"A315",NA
"252",1986,"A320",NA
"253",1986,"A432",NA
"254",1986,"A456",NA
"255",1986,"A499",NA
"256",1986,"A617",NA
"257",1986,"A620",NA
"258",1986,"A630",NA
"259",1986,"A680",NA
"260",1986,"A685",NA
"261",1986,"A690",NA
"262",1986,"B484",NA
"263",1986,"C320",NA
"264",1986,"C370",NA
"265",1986,"D320",NA
"266",1986,"G320",NA
"267",1986,"KSHZ06",NA
"268",1986,"KTHA03",NA
"269",1986,"N484",NA
"270",1986,"VA12A",NA
"271",1986,"VA41A",NA
"272",1986,"VA42A",NA
"273",1986,"VA45A",NA
"274",1987,"0311",NA
"275",1987,"0317",NA
"276",1987,"0321",NA
"277",1987,"0322",NA
"278",1987,"0430",NA
"279",1987,"0434",NA
"280",1987,"0438",NA
"281",1987,"0440",NA
"282",1987,"0442",NA
"283",1987,"0444",NA
"284",1987,"0446",NA
"285",1987,"0470",NA
"286",1987,"0474",NA
"287",1987,"0478",NA
"288",1987,"0484",NA
"289",1987,"0631",NA
"290",1987,"A315",NA
"291",1987,"A320",NA
"292",1987,"A432",NA
"293",1987,"A456",NA
"294",1987,"A499",NA
"295",1987,"A617",NA
"296",1987,"A620",NA
"297",1987,"A630",NA
"298",1987,"A680",NA
"299",1987,"A685",NA
"300",1987,"A690",NA
"301",1987,"B484",NA
"302",1987,"C320",NA
"303",1987,"C370",NA
"304",1987,"D320",NA
"305",1987,"G320",NA
"306",1987,"KSHZ06",NA
"307",1987,"KTHA03",NA
"308",1987,"N484",NA
"309",1987,"VA12A",NA
"310",1987,"VA41A",NA
"311",1987,"VA42A",NA
"312",1987,"VA45A",NA
"313",1988,"0311",NA
"314",1988,"0317",NA
"315",1988,"0321",NA
"316",1988,"0322",NA
"317",1988,"0430",NA
"318",1988,"0434",NA
"319",1988,"0438",NA
"320",1988,"0440",NA
"321",1988,"0442",NA
"322",1988,"0444",NA
"323",1988,"0446",NA
"324",1988,"0470",NA
"325",1988,"0474",NA
"326",1988,"0478",NA
"327",1988,"0484",NA
"328",1988,"0631",NA
"329",1988,"A315",NA
"330",1988,"A320",NA
"331",1988,"A432",NA
"332",1988,"A456",NA
"333",1988,"A499",NA
"334",1988,"A617",NA
"335",1988,"A620",NA
"336",1988,"A630",NA
"337",1988,"A680",NA
"338",1988,"A685",NA
"339",1988,"A690",NA
"340",1988,"B484",NA
"341",1988,"C320",NA
"342",1988,"C370",NA
"343",1988,"D320",NA
"344",1988,"G320",NA
"345",1988,"KSHZ06",NA
"346",1988,"KTHA03",NA
"347",1988,"N484",NA
"348",1988,"VA12A",NA
"349",1988,"VA41A",NA
"350",1988,"VA42A",NA
"351",1988,"VA45A",NA
"352",1989,"0311",NA
"353",1989,"0317",NA
"354",1989,"0321",NA
"355",1989,"0322",NA
"356",1989,"0430",NA
"357",1989,"0434",NA
"358",1989,"0438",NA
"359",1989,"0440",NA
"360",1989,"0442",NA
"361",1989,"0444",NA
"362",1989,"0446",NA
"363",1989,"0470",NA
"364",1989,"0474",NA
"365",1989,"0478",NA
"366",1989,"0484",NA
"367",1989,"0631",NA
"368",1989,"A315",NA
"369",1989,"A320",NA
"370",1989,"A432",NA
"371",1989,"A456",NA
"372",1989,"A499",NA
"373",1989,"A617",NA
"374",1989,"A620",NA
"375",1989,"A630",NA
"376",1989,"A680",NA
"377",1989,"A685",NA
"378",1989,"A690",NA
"379",1989,"B484",NA
"380",1989,"C320",NA
"381",1989,"C370",NA
"382",1989,"D320",NA
"383",1989,"G320",NA
"384",1989,"KSHZ06",NA
"385",1989,"KTHA03",NA
"386",1989,"N484",NA
"387",1989,"VA12A",NA
"388",1989,"VA41A",NA
"389",1989,"VA42A",NA
"390",1989,"VA45A",NA
"391",1990,"0311",NA
"392",1990,"0317",NA
"393",1990,"0321",NA
"394",1990,"0322",NA
"395",1990,"0430",NA
"396",1990,"0434",NA
"397",1990,"0438",NA
"398",1990,"0440",NA
"399",1990,"0442",NA
"400",1990,"0444",NA
"401",1990,"0446",NA
"402",1990,"0470",NA
"403",1990,"0474",NA
"404",1990,"0478",NA
"405",1990,"0484",NA
"406",1990,"0631",NA
"407",1990,"A315",NA
"408",1990,"A320",NA
"409",1990,"A432",NA
"410",1990,"A456",NA
"411",1990,"A499",NA
"412",1990,"A617",NA
"413",1990,"A620",NA
"414",1990,"A630",NA
"415",1990,"A680",NA
"416",1990,"A685",NA
"417",1990,"A690",NA
"418",1990,"B484",NA
"419",1990,"C320",NA
"420",1990,"C370",NA
"421",1990,"D320",NA
"422",1990,"G320",NA
"423",1990,"KSHZ06",NA
"424",1990,"KTHA03",NA
"425",1990,"N484",NA
"426",1990,"VA12A",NA
"427",1990,"VA41A",NA
"428",1990,"VA42A",NA
"429",1990,"VA45A",NA
"430",1991,"0311",NA
"431",1991,"0317",NA
"432",1991,"0321",NA
"433",1991,"0322",NA
"434",1991,"0430",NA
"435",1991,"0434",NA
"436",1991,"0438",NA
"437",1991,"0440",NA
"438",1991,"0442",NA
"439",1991,"0444",NA
"440",1991,"0446",NA
"441",1991,"0470",NA
"442",1991,"0474",NA
"443",1991,"0478",NA
"444",1991,"0484",NA
"445",1991,"0631",NA
"446",1991,"A315",NA
"447",1991,"A320",NA
"448",1991,"A432",NA
"449",1991,"A456",NA
"450",1991,"A499",NA
"451",1991,"A617",NA
"452",1991,"A620",NA
"453",1991,"A630",NA
"454",1991,"A680",NA
"455",1991,"A685",NA
"456",1991,"A690",NA
"457",1991,"B484",NA
"458",1991,"C320",NA
"459",1991,"C370",NA
"460",1991,"D320",NA
"461",1991,"G320",NA
"462",1991,"KSHZ06",NA
"463",1991,"KTHA03",NA
"464",1991,"N484",NA
"465",1991,"VA12A",NA
"466",1991,"VA41A",NA
"467",1991,"VA42A",NA
"468",1991,"VA45A",NA
"469",1992,"0311",NA
"470",1992,"0317",NA
"471",1992,"0321",NA
"472",1992,"0322",NA
"473",1992,"0430",NA
"474",1992,"0434",NA
"475",1992,"0438",NA
"476",1992,"0440",NA
"477",1992,"0442",NA
"478",1992,"0444",NA
"479",1992,"0446",NA
"480",1992,"0470",NA
"481",1992,"0474",NA
"482",1992,"0478",NA
"483",1992,"0484",NA
"484",1992,"0631",NA
"485",1992,"A315",NA
"486",1992,"A320",NA
"487",1992,"A432",NA
"488",1992,"A456",NA
"489",1992,"A499",NA
"490",1992,"A617",NA
"491",1992,"A620",NA
"492",1992,"A630",NA
"493",1992,"A680",NA
"494",1992,"A685",NA
"495",1992,"A690",NA
"496",1992,"B484",NA
"497",1992,"C320",NA
"498",1992,"C370",NA
"499",1992,"D320",NA
"500",1992,"G320",NA
"501",1992,"KSHZ06",NA
"502",1992,"KTHA03",NA
"503",1992,"N484",NA
"504",1992,"VA12A",NA
"505",1992,"VA41A",NA
"506",1992,"VA42A",NA
"507",1992,"VA45A",NA
"508",1993,"0311",NA
"509",1993,"0317",NA
"510",1993,"0321",NA
"511",1993,"0322",NA
"512",1993,"0430",NA
"513",1993,"0434",NA
"514",1993,"0438",NA
"515",1993,"0440",NA
"516",1993,"0442",NA
"517",1993,"0444",NA
"518",1993,"0446",NA
"519",1993,"0470",NA
"520",1993,"0474",NA
"521",1993,"0478",NA
"522",1993,"0484",NA
"523",1993,"0631",NA
"524",1993,"A315",NA
"525",1993,"A320",NA
"526",1993,"A432",NA
"527",1993,"A456",NA
"528",1993,"A499",NA
"529",1993,"A617",NA
"530",1993,"A620",NA
"531",1993,"A630",NA
"532",1993,"A680",NA
"533",1993,"A685",NA
"534",1993,"A690",NA
"535",1993,"B484",NA
"536",1993,"C320",NA
"537",1993,"C370",945.161897063819
"538",1993,"D320",NA
"539",1993,"G320",NA
"540",1993,"KSHZ06",NA
"541",1993,"KTHA03",NA
"542",1993,"N484",NA
"543",1993,"VA12A",NA
"544",1993,"VA41A",NA
"545",1993,"VA42A",NA
"546",1993,"VA45A",NA
"547",1994,"0311",493.727885262964
"548",1994,"0317",982.562846034083
"549",1994,"0321",1064.77819445532
"550",1994,"0322",2018.84271609457
"551",1994,"0430",1288.86853905363
"552",1994,"0434",1480.31384283536
"553",1994,"0438",NA
"554",1994,"0440",1572.23734192412
"555",1994,"0442",731.454280089702
"556",1994,"0444",811.910482159278
"557",1994,"0446",1760.91516539655
"558",1994,"0470",1308.7696805204
"559",1994,"0474",1159.45356768681
"560",1994,"0478",1030.40651871715
"561",1994,"0484",765.455676235952
"562",1994,"0631",1084.73882794956
"563",1994,"A315",884.663410213902
"564",1994,"A320",1239.10321353008
"565",1994,"A432",1602.04052060263
"566",1994,"A456",864.761084197923
"567",1994,"A499",2212.13313907219
"568",1994,"A617",NA
"569",1994,"A620",NA
"570",1994,"A630",1442.83948751705
"571",1994,"A680",NA
"572",1994,"A685",NA
"573",1994,"A690",NA
"574",1994,"B484",683.471647670386
"575",1994,"C320",910.239794309241
"576",1994,"C370",1129.55377018218
"577",1994,"D320",1383.35734578456
"578",1994,"G320",373.214614913557
"579",1994,"KSHZ06",1671.56213033706
"580",1994,"KTHA03",1492.73969582127
"581",1994,"N484",1089.72237654819
"582",1994,"VA12A",NA
"583",1994,"VA41A",NA
"584",1994,"VA42A",NA
"585",1994,"VA45A",NA
"586",1995,"0311",523.302267297648
"587",1995,"0317",864.330337816621
"588",1995,"0321",1213.18777737906
"589",1995,"0322",2438.24141399161
"590",1995,"0430",1298.81971918756
"591",1995,"0434",1353.53560032164
"592",1995,"0438",NA
"593",1995,"0440",1650.37943518304
"594",1995,"0442",809.175058903459
"595",1995,"0444",787.084449958871
"596",1995,"0446",1492.7356075509
"597",1995,"0470",1113.05949723424
"598",1995,"0474",1257.57402531074
"599",1995,"0478",1288.55536215792
"600",1995,"0484",1154.71952205235
"601",1995,"0631",1250.66844590929
"602",1995,"A315",1151.41123222169
"603",1995,"A320",1333.59810674289
"604",1995,"A432",1549.86468899373
"605",1995,"A456",907.693040488975
"606",1995,"A499",2229.46289242276
"607",1995,"A617",1164.43387952542
"608",1995,"A620",NA
"609",1995,"A630",1778.21659002573
"610",1995,"A680",771.316657751017
"611",1995,"A685",NA
"612",1995,"A690",2162.57195703582
"613",1995,"B484",685.97908216418
"614",1995,"C320",1154.47461828367
"615",1995,"C370",1119.61098189245
"616",1995,"D320",1403.26497643782
"617",1995,"G320",286.258375346466
"618",1995,"KSHZ06",1716.17690063669
"619",1995,"KTHA03",1448.00246787556
"620",1995,"N484",1251.54304916349
"621",1995,"VA12A",NA
"622",1995,"VA41A",NA
"623",1995,"VA42A",NA
"624",1995,"VA45A",NA
"625",1996,"0311",644.471123839682
"626",1996,"0317",1029.92320703877
"627",1996,"0321",1039.88768771736
"628",1996,"0322",3063.0552077439
"629",1996,"0430",1363.48127799556
"630",1996,"0434",1492.73574296045
"631",1996,"0438",NA
"632",1996,"0440",1646.73174317269
"633",1996,"0442",1142.79440908778
"634",1996,"0444",852.679080619263
"635",1996,"0446",1738.48465916264
"636",1996,"0470",1273.93448695584
"637",1996,"0474",1222.63528816054
"638",1996,"0478",1155.28166633696
"639",1996,"0484",1095.23337832116
"640",1996,"0631",1214.18363834176
"641",1996,"A315",1109.64716149514
"642",1996,"A320",1180.61156220176
"643",1996,"A432",1582.16328715122
"644",1996,"A456",961.443180070676
"645",1996,"A499",2296.34013129944
"646",1996,"A617",1127.86851473815
"647",1996,"A620",840.850885223822
"648",1996,"A630",1816.96560555607
"649",1996,"A680",929.017518439186
"650",1996,"A685",1438.06433705753
"651",1996,"A690",2001.92888502821
"652",1996,"B484",693.459951512037
"653",1996,"C320",1194.30761704989
"654",1996,"C370",1298.81911216781
"655",1996,"D320",1363.48389556138
"656",1996,"G320",852.352409411356
"657",1996,"KSHZ06",1731.13764541705
"658",1996,"KTHA03",1616.94038856824
"659",1996,"N484",1318.70229468481
"660",1996,"VA12A",NA
"661",1996,"VA41A",NA
"662",1996,"VA42A",NA
"663",1996,"VA45A",NA
"664",1997,"0311",635.465271126847
"665",1997,"0317",957.131871989045
"666",1997,"0321",869.822446406193
"667",1997,"0322",2311.08762198985
"668",1997,"0430",1552.36580855052
"669",1997,"0434",1592.09773571204
"670",1997,"0438",330.543863270854
"671",1997,"0440",1283.89371431318
"672",1997,"0442",757.463624073681
"673",1997,"0444",1019.9549288012
"674",1997,"0446",1825.4289805221
"675",1997,"0470",1219.18416629842
"676",1997,"0474",1336.12561704804
"677",1997,"0478",1261.4999174454
"678",1997,"0484",1194.30629497667
"679",1997,"0631",1062.48884794172
"680",1997,"A315",1012.72384847985
"681",1997,"A320",1099.67843599859
"682",1997,"A432",1636.79182027545
"683",1997,"A456",1036.89737433089
"684",1997,"A499",2296.34013129944
"685",1997,"A617",1066.67060015021
"686",1997,"A620",792.932546380827
"687",1997,"A630",1116.9368626571
"688",1997,"A680",913.22871945494
"689",1997,"A685",1313.73700818542
"690",1997,"A690",1438.06269478723
"691",1997,"B484",798.42658828181
"692",1997,"C320",852.84433018261
"693",1997,"C370",1303.79485101835
"694",1997,"D320",994.030099749823
"695",1997,"G320",748.469291810056
"696",1997,"KSHZ06",1646.7298218244
"697",1997,"KTHA03",1656.66537141305
"698",1997,"N484",1333.63730462506
"699",1997,"VA12A",NA
"700",1997,"VA41A",NA
"701",1997,"VA42A",NA
"702",1997,"VA45A",NA
"703",1998,"0311",499.243670808834
"704",1998,"0317",960.545512108059
"705",1998,"0321",880.793916334741
"706",1998,"0322",2201.84107353622
"707",1998,"0430",1423.04968407905
"708",1998,"0434",1393.31942772883
"709",1998,"0438",384.328014547318
"710",1998,"0440",1383.35099553538
"711",1998,"0442",919.982179725548
"712",1998,"0444",908.279520174273
"713",1998,"0446",1577.04240572535
"714",1998,"0470",1155.42628645307
"715",1998,"0474",1273.94222708891
"716",1998,"0478",1206.0827068402
"717",1998,"0484",1021.12776028107
"718",1998,"0631",1129.55377018218
"719",1998,"A315",1057.03554008762
"720",1998,"A320",1019.95415282348
"721",1998,"A432",1575.48031983169
"722",1998,"A456",932.989680665108
"723",1998,"A499",2157.63083121123
"724",1998,"A617",1103.36917524421
"725",1998,"A620",765.952847123016
"726",1998,"A630",1517.29960721983
"727",1998,"A680",927.570291700503
"728",1998,"A685",1462.91027143609
"729",1998,"A690",1974.14640719175
"730",1998,"B484",583.411076474099
"731",1998,"C320",773.450596976088
"732",1998,"C370",1363.47349229098
"733",1998,"D320",1184.35037311553
"734",1998,"G320",395.880967313372
"735",1998,"KSHZ06",1721.20966627341
"736",1998,"KTHA03",1592.10662234596
"737",1998,"N484",1104.66792660451
"738",1998,"VA12A",NA
"739",1998,"VA41A",NA
"740",1998,"VA42A",NA
"741",1998,"VA45A",NA
"742",1999,"0311",561.374884120042
"743",1999,"0317",1144.50914986002
"744",1999,"0321",1045.85664670395
"745",1999,"0322",1927.09669655516
"746",1999,"0430",1467.82606920513
"747",1999,"0434",1512.61505759568
"748",1999,"0438",325.508725377817
"749",1999,"0440",1428.11090706045
"750",1999,"0442",907.551560665793
"751",1999,"0444",928.202362233209
"752",1999,"0446",1631.83711843539
"753",1999,"0470",1029.92320703877
"754",1999,"0474",1191.49917354205
"755",1999,"0478",1275.58834192573
"756",1999,"0484",963.342446083021
"757",1999,"0631",1194.21177034306
"758",1999,"A315",1333.56348891502
"759",1999,"A320",1149.49033022593
"760",1999,"A432",1537.46120976749
"761",1999,"A456",825.640099792954
"762",1999,"A499",2278.93552051459
"763",1999,"A617",1011.41749067615
"764",1999,"A620",756.963494675952
"765",1999,"A630",1224.13635148834
"766",1999,"A680",775.948241030608
"767",1999,"A685",1602.0395396286
"768",1999,"A690",2018.781188717
"769",1999,"B484",648.470691498547
"770",1999,"C320",1059.07477098328
"771",1999,"C370",1452.97873006582
"772",1999,"D320",1383.37385820886
"773",1999,"G320",327.00379962921
"774",1999,"KSHZ06",1878.29349883963
"775",1999,"KTHA03",1631.83928475256
"776",1999,"N484",1164.43252298367
"777",1999,"VA12A",NA
"778",1999,"VA41A",NA
"779",1999,"VA42A",NA
"780",1999,"VA45A",NA
"781",2000,"0311",613.44586817547
"782",2000,"0317",1034.90677643538
"783",2000,"0321",978.323956115971
"784",2000,"0322",2083.25181406243
"785",2000,"0430",1383.375574701
"786",2000,"0434",1325.78209978811
"787",2000,"0438",349.146784454835
"788",2000,"0440",1449.22746878089
"789",2000,"0442",973.306974720909
"790",2000,"0444",922.214337920716
"791",2000,"0446",1552.36606176372
"792",2000,"0470",1004.99960615446
"793",2000,"0474",1179.37141781867
"794",2000,"0478",1258.93838008441
"795",2000,"0484",910.722172328675
"796",2000,"0631",1069.79181310149
"797",2000,"A315",1039.88997088614
"798",2000,"A320",1142.02399776666
"799",2000,"A432",1605.24380762626
"800",2000,"A456",902.259460538409
"801",2000,"A499",2217.08757303793
"802",2000,"A617",1060.77471941311
"803",2000,"A620",856.275572499457
"804",2000,"A630",1244.07261206694
"805",2000,"A680",1008.47712872836
"806",2000,"A685",1639.28753084816
"807",2000,"A690",2043.6419333745
"808",2000,"B484",661.475383278317
"809",2000,"C320",924.211179115668
"810",2000,"C370",1393.31942772883
"811",2000,"D320",1467.87081823236
"812",2000,"G320",713.427733353828
"813",2000,"KSHZ06",1698.04208359512
"814",2000,"KTHA03",1587.13680874125
"815",2000,"N484",1154.47427618862
"816",2000,"VA12A",NA
"817",2000,"VA41A",NA
"818",2000,"VA42A",NA
"819",2000,"VA45A",NA
"820",2001,"0311",548.353945565305
"821",2001,"0317",1043.11760802825
"822",2001,"0321",994.530380241374
"823",2001,"0322",2278.97774985331
"824",2001,"0430",1358.51054350793
"825",2001,"0434",1462.9174198517
"826",2001,"0438",395.618329407281
"827",2001,"0440",1251.54762246497
"828",2001,"0442",684.806561676817
"829",2001,"0444",961.619132430646
"830",2001,"0446",1537.45814102759
"831",2001,"0470",1064.29731344749
"832",2001,"0474",1149.49464556774
"833",2001,"0478",1276.40686862914
"834",2001,"0484",959.12648512374
"835",2001,"0631",1149.4877718272
"836",2001,"A315",1209.2421637014
"837",2001,"A320",1184.33471739344
"838",2001,"A432",1532.49275585508
"839",2001,"A456",890.762793041041
"840",2001,"A499",2234.40532936362
"841",2001,"A617",911.230298298039
"842",2001,"A620",662.479452247933
"843",2001,"A630",1253.9842202153
"844",2001,"A680",613.941100156891
"845",2001,"A685",1587.13942642433
"846",2001,"A690",2063.46924281165
"847",2001,"B484",695.485763832287
"848",2001,"C320",966.108570147804
"849",2001,"C370",1341.09987086919
"850",2001,"D320",1433.09488039012
"851",2001,"G320",594.425519098068
"852",2001,"KSHZ06",1529.96906313838
"853",2001,"KTHA03",1532.49275585508
"854",2001,"N484",1224.17540489051
"855",2001,"VA12A",NA
"856",2001,"VA41A",NA
"857",2001,"VA42A",NA
"858",2001,"VA45A",NA
"859",2002,"0311",445.578907349383
"860",2002,"0317",1149.49258381715
"861",2002,"0321",929.695666263727
"862",2002,"0322",2314.59606482993
"863",2002,"0430",1351.04904917665
"864",2002,"0434",1373.43002189335
"865",2002,"0438",317.715618805626
"866",2002,"0440",1333.64173713999
"867",2002,"0442",841.858372338578
"868",2002,"0444",947.15495161682
"869",2002,"0446",1517.58584799307
"870",2002,"0470",1099.68547809533
"871",2002,"0474",1149.49258381715
"872",2002,"0478",1104.66452236633
"873",2002,"0484",977.076011041066
"874",2002,"0631",960.122528579824
"875",2002,"A315",1249.032611851
"876",2002,"A320",1181.84298836104
"877",2002,"A432",1490.25416277269
"878",2002,"A456",893.248682600004
"879",2002,"A499",2291.38726827388
"880",2002,"A617",810.3841943195
"881",2002,"A620",757.962583045937
"882",2002,"A630",1194.25994272858
"883",2002,"A680",446.83288760895
"884",2002,"A685",1564.78054627941
"885",2002,"A690",2063.47038063043
"886",2002,"B484",674.980860100093
"887",2002,"C320",927.450291317481
"888",2002,"C370",1219.16211970097
"889",2002,"D320",1348.56354835664
"890",2002,"G320",301.361356091158
"891",2002,"KSHZ06",1616.94038856824
"892",2002,"KTHA03",1512.61635758418
"893",2002,"N484",1114.601922548
"894",2002,"VA12A",NA
"895",2002,"VA41A",NA
"896",2002,"VA42A",NA
"897",2002,"VA45A",NA
"898",2003,"0311",602.930186929834
"899",2003,"0317",1156.96426254658
"900",2003,"0321",868.812125940469
"901",2003,"0322",2010.08748042669
"902",2003,"0430",1375.91612438029
"903",2003,"0434",1492.73758774097
"904",2003,"0438",365.234462597244
"905",2003,"0440",1465.40417958938
"906",2003,"0442",523.792065076192
"907",2003,"0444",876.553533705982
"908",2003,"0446",1614.45642811343
"909",2003,"0470",1079.75343599032
"910",2003,"0474",1084.73117141368
"911",2003,"0478",1084.73882794956
"912",2003,"0484",960.09433243464
"913",2003,"0631",885.291222048825
"914",2003,"A315",1025.75229022419
"915",2003,"A320",1132.06056826022
"916",2003,"A432",1835.35167152894
"917",2003,"A456",848.858002356579
"918",2003,"A499",2360.71703095114
"919",2003,"A617",846.858423402755
"920",2003,"A620",728.979024123069
"921",2003,"A630",754.964624534464
"922",2003,"A680",433.524286128677
"923",2003,"A685",1614.45046686655
"924",2003,"A690",2187.36202536868
"925",2003,"B484",623.45588378488
"926",2003,"C320",1064.80972929462
"927",2003,"C370",1214.22012743154
